Orthogroup,Mean_dN,Mean_dS,Mean_Omega,Ct_LMG19424.IS.tmp.45428,Pp_PsJN.IS.tmp.45708,Rs_068_2.IS.tmp.45974,Rs_071-2.IS.tmp.46234,Rs_077-080_1.IS.tmp.46490,Rs_095-3.IS.tmp.46746,Rs_102-3.IS.tmp.47027,Rs_115-4.IS.tmp.47283,Rs_144-1.IS.tmp.47548,Rs_AHR56.IS.tmp.47805,Rs_Bs715.IS.tmp.48082,Rs_CFBP2957.IS.tmp.48339,Rs_CIAT_078.IS.tmp.48596,Rs_FJAT1458F1.IS.tmp.48854,Rs_FJAT1458F50.IS.tmp.49132,Rs_FJAT1463F1.IS.tmp.49397,Rs_FJAT1463F50.IS.tmp.49711,Rs_FJAT15249F1.IS.tmp.49968,Rs_FJAT15249F50.IS.tmp.50225,Rs_FJAT15252F1.IS.tmp.50481,Rs_FJAT15252F50.IS.tmp.50741,Rs_FJAT448F1.IS.tmp.50998,Rs_FJAT448F50.IS.tmp.51254,Rs_FJAT454F1.IS.tmp.51509,Rs_IBSBF.IS.tmp.52041,Rs_IBSBF1503.IS.tmp.51785,Rs_KACC.IS.tmp.52297,Rs_MolK2.IS.tmp.52573,Rs_NCSU_Rs32.IS.tmp.52829,Rs_NCSU_Rs45488.IS.tmp.53085,Rs_NCSU_RsMR-FL01.IS.tmp.53341,Rs_P597.IS.tmp.53597,Rs_P673.IS.tmp.53853,Rs_Po82.IS.tmp.54132,Rs_RS_v1.IS.tmp.54648,Rs_RS_v2.IS.tmp.54904,Rs_Rs5.IS.tmp.54388,Rs_SL2064.IS.tmp.55181,Rs_SL2312.IS.tmp.55447,Rs_SL3175.IS.tmp.55703,Rs_T101.IS.tmp.55958,Rs_T11.IS.tmp.56236,Rs_T12.IS.tmp.56492,Rs_T51.IS.tmp.56748,Rs_T60.IS.tmp.57003,Rs_T78.IS.tmp.57259,Rs_T82.IS.tmp.57514,Rs_T95.IS.tmp.57770,Rs_T98.IS.tmp.58026,Rs_UW163.IS.tmp.58287,Rs_UY031.IS.tmp.58564,Rs_Wj644.IS.tmp.58819
OG0000010,0.0749429126462292,0.0339216298205175,2.550870166263165,,,"3779, 3781, 3782, 3791, 4731","3775, 3777, 3778, 3787, 4725","3780, 3782, 3783, 3792, 4729","3764, 3768, 3769, 3778, 4716","3768, 3772, 3773, 3782, 4721","3778, 3780, 3781, 3790, 4727","3775, 3779, 3780, 3789, 4718",4756,"2291, 4220, 4221","4568, 4577, 4579, 4843","3382, 4491","3060, 5100, 5101","3063, 5101, 5102","3064, 5104, 5105","3063, 5103, 5104","3063, 5101, 5102","3063, 5104, 5105","3061, 5102, 5103","3061, 5101, 5102","3010, 5052, 5053","3019, 5063, 5064","3007, 5049, 5050","3785, 3787, 3788, 3797, 4737","3443, 3445, 3446, 3455, 4724","3049, 4379, 4589","1800, 1809, 1810, 1812, 4686",3723,3939,3831,"4321, 4818, 4840, 4849","4543, 4552, 4553, 4555, 4853","3764, 3766, 3767, 3776, 4707",4653,4655,4222,"3059, 4390, 4598","2944, 4324, 4529","3010, 4403, 4609","2940, 4331, 4535","3030, 4366, 4576","2995, 4439, 4650","2985, 4321, 4531","2939, 4998, 4999","2956, 5055, 5056","2933, 4311, 4516","3048, 4379, 4589","3012, 4403, 4609","3331, 4404, 4413",4652,"3955, 3956, 676"
OG0000011,0.067782195272182,0.0359120559372337,2.3066259233552464,"1053, 1190, 1234, 140, 1423, 1501, 1520, 1583, 1587, 1640, 1644, 1683, 1772, 1853, 2014, 207, 2124, 2175, 2180, 2365, 2433, 2570, 2575, 2642, 2705, 277, 2782, 2995, 3061, 3091, 3155, 3168, 3180, 3217, 3233, 3234, 3307, 3319, 341, 3411, 3420, 3421, 3442, 3444, 3499, 3606, 3622, 3624, 3640, 3657, 3663, 3683, 3733, 3777, 3784, 3805, 3817, 3818, 3841, 3870, 3886, 3893, 3902, 3907, 3921, 3943, 3948, 3957, 4124, 4218, 4244, 4313, 4353, 4356, 4359, 4375, 4413, 4430, 4555, 4692, 4748, 4758, 4809, 4833, 4882, 4890, 4902, 4906, 4914, 4943, 4946, 5077, 511, 5179, 5200, 5213, 5243, 5254, 540, 561, 662, 86",2202,508,508,509,506,507,508,508,461,1169,2712,1369,563,563,563,562,564,563,563,562,511,513,511,510,1375,469,2269,3164,3223,1403,2486,3151,510,491,498,520,471,410,418,408,402,415,401,534,518,409,470,419,1354,492,3159
OG0000012,0.0774714747187543,0.0331897925356131,2.739132283173798,4467,,"2280, 3107, 4015","2280, 3106, 4011","2281, 3109, 4015","2278, 3104, 4001","2279, 3106, 4005","2281, 3108, 4013","2279, 3104, 4443","2402, 3241, 4323","1759, 2733, 3945, 523","119, 4345, 889","3197, 4264, 738","2653, 3575, 4901","2656, 3578, 4902","2657, 3579, 4905","2656, 3578, 4904","2656, 3577, 4902","2656, 3579, 4905","2654, 3576, 4903","2654, 3576, 4902","2604, 3525, 4853","2613, 3533, 4864","2601, 3522, 4850","2294, 3130, 4023","1995, 2812, 3676","2358, 3132, 4251","124, 1559, 4187","1691, 2532, 4155","1459, 3474, 542","2002, 2838, 3404","1834, 3240, 987","1291, 4322, 483","2283, 3112, 4000","1355, 3047, 4239","1351, 3045, 4237","2290, 3140, 4658","2369, 3142, 4263","2279, 3051, 4196","2248, 3096, 4261","2277, 3048, 4202","2316, 3113, 4237","2313, 3104, 4304","2317, 3068, 4193","2473, 3476, 4722","2486, 3534, 4780","2271, 3040, 4183","2358, 3131, 4251","2252, 3098, 4261","3149, 4181, 729","1354, 3045, 4238","1113, 130, 4241, 5050"
OG0000013,0.076159167033334,0.0324302558246991,2.9113982421147053,,7206,"2156, 2360, 265, 314","2156, 2357, 266, 314","2157, 2360, 266, 315","2154, 2355, 265, 313","2155, 2356, 265, 313","2157, 2358, 266, 314","2155, 2356, 266, 314","2295, 274","1353, 2591, 2859","2894, 3678, 3780, 998","1123, 1168, 2456, 3274","2472, 2731, 295","2474, 2734, 295","2475, 2735, 295","2474, 2734, 294","2474, 2734, 295","2474, 2734, 295","2472, 2732, 295","2472, 2732, 294","2421, 2682, 295","2430, 2691, 296","2419, 2679, 295","2169, 2372, 270, 316","1568, 1607, 2421, 2935, 3175, 4745","2229, 288","2393, 3688, 4053","1585, 2953","101, 1577, 3911","1591, 2944","1114, 2305, 878","111, 1199, 1413, 3813","2159, 2361, 269, 315","1476, 305","1475, 308","2181, 329, 4246","2240, 289","2147, 216","2120, 223, 4605","2147, 215","2188, 220","2180, 220","2188, 219","2347, 2553, 350","2361, 2565, 280, 3247","2142, 216","2229, 288","2124, 224, 4605","1114, 1159, 2432, 3226","1475, 306","1237, 3396"
OG0000014,0.0826963766555733,0.0348988314030767,2.944191236754924,,,"204, 2345, 3621","204, 2344, 3618","204, 2345, 3622","204, 2342, 3606","204, 2343, 3610","204, 2345, 3620","204, 2343, 3617",2469,"1444, 2527, 2605, 2666, 4887, 4971","2939, 3794, 4880","1066, 4502","195, 2717, 2797, 4176, 4346","195, 2720, 2800, 4178, 4347","195, 2721, 2801, 4180, 4350","194, 2720, 2800, 4179, 4349","195, 2720, 2800, 4178, 4348","195, 2720, 2800, 4180, 4350","195, 2718, 2798, 4178, 4348","194, 2718, 2798, 4177, 4347","195, 2668, 2748, 4126, 4296","196, 2677, 2757, 4135, 4305","195, 2665, 2745, 4123, 4292","211, 2360, 3626","1666, 2748, 4190","189, 260","1058, 1069, 4251","1756, 2854","1353, 199","1684, 2770","1093, 2165, 2249, 3859","1213, 3748, 3822","209, 2348, 3605",4607,4607,"222, 2357","189, 261",4543,2329,4549,192,4664,191,"192, 2539, 259, 2619, 2677, 4051, 4146","189, 2551, 2631, 2691, 4117, 4203",4530,"189, 260",2333,"1056, 3213, 4416",4606,"1049, 3486, 4819, 966"
OG0000015,0.0770427971263051,0.032004204413413,2.935119710333526,2133,1363,"3979, 4014, 4294","3975, 4010, 4290","3979, 4014, 4292","3965, 4000, 4280","3969, 4004, 4284","3977, 4012, 4292","4164, 4444, 4479","4043, 4324, 4359","3633, 3946, 3991","4028, 4346, 4387","3995, 4265, 4300","4622, 4902, 4946","4623, 4903, 4947","4626, 4906, 4950","4625, 4905, 4949","4624, 4903, 4947","4626, 4906, 4950","4624, 4904, 4948","4623, 4903, 4947","4574, 4854, 4898","4585, 4865, 4909","4571, 4851, 4895","3987, 4022, 4301","3640, 3675, 3938","3944, 4252, 4297","1309, 1560, 1596","4119, 4154, 4426","3475, 3511, 4688","3405, 3440, 4573","3197, 3239, 3622","4052, 4323, 4358","3964, 3999, 4276","3948, 4240, 4280","3943, 4238, 4279","3480, 4621, 4657","3957, 4264, 4309","3901, 4197, 4243","3922, 4262, 4309","3907, 4203, 4250","3928, 4238, 4284","3993, 4305, 4354","3886, 4194, 4239","4408, 4723, 4767","4466, 4781, 4826","3891, 4184, 4230","3944, 4252, 4297","3921, 4262, 4309","3927, 4182, 4217","3947, 4239, 4279","4196, 4240, 4540"
OG0000016,0.0629299565414903,0.0406163251576892,1.9610981308411213,,2575,"1468, 2155, 2415, 245, 2683, 2694, 3740, 3939, 4880","1467, 2155, 2413, 245, 2681, 2692, 3736, 3935","1468, 2156, 2416, 245, 2684, 2695, 3741, 3939, 4877","1465, 2153, 2410, 245, 2678, 2689, 3725, 3925","1466, 2154, 2411, 245, 2679, 2690, 3729, 3929","1467, 2156, 2414, 245, 2682, 2693, 3739, 3937","1466, 2154, 2411, 245, 2679, 2690, 3736, 4519",2294,"4894, 4954","2131, 3693, 851, 999","2342, 2457, 309, 3159, 320, 3751, 41, 4343",4245,4246,4249,4248,4247,4249,4247,4246,4195,4204,4191,"1475, 1478, 2168, 2428, 2700, 2711, 283, 3344, 3746, 3946","2425, 2684, 2936, 416",,"3254, 3255, 4052",1584,1578,2945,"1032, 877",1414,"1470, 1473, 2158, 2416, 2686, 2697, 282, 3324, 3725, 3924","1146, 1477, 1818, 2070, 2564, 2955, 412","1144, 1812, 2065, 2562, 2954, 419",2180,,,,,,,,"4067, 4127","4126, 4186",,,,"2315, 2433, 301, 3110, 314, 3689, 39, 4257, 4694","1145, 1476, 1816, 2069, 2563, 2953, 413",
OG0000017,0.0691977680928512,0.0500440688200582,2.050764525993884,,,"2359, 267, 316, 4792","2356, 268, 316, 4786","2359, 268, 317, 4790","2354, 267, 315, 4777","2355, 267, 315, 4782","2357, 268, 316, 4788","2355, 268, 316, 4779",276,"1351, 2592, 4870, 4930","2892, 3781","1125, 1170, 3273","2730, 297, 4159, 4219","2733, 297, 4161, 4220","2734, 297, 4163, 4223","2733, 296, 4162, 4222","2733, 297, 4161, 4221","2733, 297, 4163, 4223","2731, 297, 4161, 4221","2731, 296, 4160, 4220","2681, 297, 4109, 4169","2690, 298, 4118, 4178","2678, 297, 4106, 4165","2371, 272, 318","1566, 1605","1583, 289",2395,2955,"3910, 99",1589,"1113, 2307, 5092","109, 1200","2360, 271, 317",307,310,"331, 4247","1594, 290","1303, 218","225, 3617, 4604","1308, 217","1541, 221","1330, 222","1538, 220","2552, 352, 4042, 4103","2564, 282, 4100, 4162, 5287","1307, 218","1582, 289","226, 3616, 4604","1116, 1161, 3225, 4815",308,"3394, 4858"
OG0000018,0.0711600430999508,0.0353727757005208,2.456304455428404,,2576,"1467, 2414, 246, 2682, 2695, 3741, 3938, 4879","1466, 2412, 246, 2680, 2693, 3737, 3934","1467, 2415, 246, 2683, 2696, 3742, 3938, 4876","1464, 2409, 246, 2677, 2690, 3726, 3924","1465, 2410, 246, 2678, 2691, 3730, 3928","1466, 2413, 246, 2681, 2694, 3740, 3936","1465, 2410, 246, 2678, 2691, 3737, 4520",,"1761, 4896, 4952","2130, 3692, 852","308, 3752, 40, 4344","3572, 4241","3575, 4242","3576, 4245","3575, 4244","3574, 4243","3576, 4245","3573, 4243","3573, 4242","3522, 4191","3530, 4200","3519, 4187","1476, 1477, 2427, 2699, 2712, 284, 3345, 3747, 3945","2426, 2685, 417",,,,,,"1035, 3860",,"1471, 1472, 2415, 2685, 2698, 283, 3325, 3726, 3923","1145, 1817, 2071, 2563, 2956, 411","1143, 1811, 2066, 2561, 2955, 418",,,,,,,,,"3474, 4069, 4125","3532, 4128, 4184",,,,"2316, 300, 3111, 315, 3690, 38, 4258, 4695","1144, 1815, 2070, 2562, 2954, 412",132
OG0000019,0.0808382231302788,0.0321304768951509,3.16030087142422,,,"2362, 263","2359, 264","2362, 264","2357, 263","2358, 263","2360, 264","2358, 264",202,"1386, 2518, 2589, 2634, 2658, 4928","2929, 3778","1121, 3276","255, 2733, 2808, 2830, 4217","255, 2736, 2811, 2833, 4218","255, 2737, 2812, 2834, 4221","254, 2736, 2811, 2833, 4220","255, 2736, 2811, 2833, 4219","255, 2736, 2811, 2833, 4221","255, 2734, 2809, 2831, 4219","254, 2734, 2809, 2831, 4218","255, 2684, 2759, 2781, 4167","256, 2693, 2768, 2790, 4176","255, 2681, 2756, 2778, 4163","2374, 268","1609, 2738",4576,"2651, 4261","1792, 2914","1315, 140",1629,"1116, 2226, 2266","1197, 3811","2363, 267",266,269,"2392, 284",4585,4518,"2339, 4610",4524,4563,4639,4518,"245, 2555, 2627, 2649, 2685, 318, 4101","248, 2567, 2639, 2663, 2699, 4160",4505,4576,"2343, 4610","1112, 3228",265,"1041, 3430, 932, 959"
OG0000020,0.0697249715037466,0.0446650407080249,2.1140946502057614,425,6051,"2785, 4427, 4691","2783, 4423, 4685","2786, 4426, 4689","2781, 4413, 4676","2783, 4417, 4681","2785, 4425, 4687","2781, 4032, 4678","2850, 4215, 4714","2156, 4360","4214, 442, 4800","3423, 411, 4142","3196, 5240","3199, 5241","3200, 5244","3199, 5243",5241,"3199, 5244","3197, 5242","3197, 5241","3146, 5192",5204,"3143, 5189","2804, 4434, 4697","2317, 3219, 3798","2773, 4116, 4680","1437, 456, 4617","2156, 3761, 4263","3363, 3886, 943","2385, 3297, 3788","1495, 3489, 4380","4195, 4791, 808","2787, 4408, 4667","2703, 4114, 4498","2701, 4111, 4497","2752, 3316, 4270","2783, 4128, 4689","2689, 4069, 4639","2757, 4127, 4729","2684, 4072, 4646","2754, 4101, 4668","2734, 4166, 4766","2732, 4058, 4622","3074, 5139","3092, 5198","2679, 4056, 4627","2772, 4116, 4683","2759, 4126, 4729","3372, 4059, 406","2702, 4114, 4497","5301, 538"
OG0000021,0.072285407572217,0.0350381455801675,2.650170369895141,,"1560, 2764, 2770, 3040",,,,,,,,,"2630, 3924, 4097, 469, 479, 563, 670",,2341,"1107, 1140, 1150, 196, 2834, 3494, 4273, 4343, 4880","1106, 1139, 1149, 196, 2837, 3497, 4274, 4344, 4881","1107, 1140, 1150, 196, 2838, 3498, 4277, 4347, 4884","1106, 1139, 1149, 195, 2837, 3497, 4276, 4346, 4883","1107, 1140, 1150, 196, 2837, 3496, 4275, 4345, 4881","1106, 1139, 1149, 196, 2837, 3498, 4277, 4347, 4884","1106, 1140, 1150, 196, 2835, 3495, 4275, 4345, 4882","1106, 1139, 1149, 195, 2835, 3495, 4274, 4344, 4881","1053, 1086, 1096, 196, 2785, 3444, 4223, 4293, 4832","1058, 1091, 1101, 197, 2794, 3452, 4232, 4302, 4843","1052, 1085, 1095, 196, 2782, 3441, 4219, 4289, 4829",,,,,,,,,,,,,,,,,,,,,"1041, 1144, 1192, 1202, 2653, 4699, 4873","1117, 1150, 1160, 2667, 2946, 4759, 4932",,,,,,"1003, 2531, 2541, 2574, 4086, 4262, 5135, 697, 928"
OG0000022,0.0662630479936384,0.0401113038721832,2.220533893985729,687,4569,"2586, 2587","2584, 2585","2587, 2588","2581, 2582","2582, 2583","2585, 2586","2582, 2583","2679, 2680","2316, 2317, 2318, 2319","654, 655","207, 208","3013, 3014, 3015, 3016","3016, 3017, 3018, 3019","3017, 3018, 3019, 3020","3016, 3017, 3018, 3019","3016, 3017, 3018, 3019","3016, 3017, 3018, 3019","3014, 3015, 3016, 3017","3014, 3015, 3016, 3017","2963, 2964, 2965, 2966","2972, 2973, 2974, 2975","2960, 2961, 2962, 2963","2603, 2604","2514, 2515","2591, 2592","638, 639","1971, 1972","1121, 1122","2557, 2558","1312, 1313","975, 976","2589, 2590","852, 853","854, 855","2574, 2575","2602, 2603","2514, 2515","2581, 2582","2509, 2510","2549, 2550","2554, 2555","2550, 2551","2878, 2879, 2880, 2881","2894, 2895, 2896, 2897","2504, 2505","2591, 2592","2583, 2584","204, 205","852, 853","737, 738, 739, 740"
OG0000023,0.0759363848942061,0.0261689738259084,3.621741667190976,,,4068,4064,4068,4054,4058,4066,4390,,"485, 5114, 5118","3687, 3920, 4282",4212,"4740, 4743","4741, 4744","4744, 4747","4743, 4746","4741, 4744","4744, 4747","4742, 4745","4741, 4744","4692, 4695","4703, 4706","4689, 4692",4078,3729,"1061, 3425, 3809, 3812, 4191","1198, 1199",4200,136,,"3551, 3729, 4079",4268,4053,3843,3837,"288, 4703","1064, 3436, 3822, 3825, 4203","3258, 3335, 3765, 3768, 4137, 4138","3301, 3390, 3392, 3778, 3779, 3782, 4198","3256, 3333, 3768, 3771, 4142, 4143","1022, 2669, 3407, 3792, 3795, 4177","3320, 3403, 3847, 3850, 4243, 4244","1018, 3362, 3750, 3753, 4133","4287, 4291","4346, 4350","3247, 3325, 3755, 3758, 4124, 4125","1062, 3424, 3809, 3812, 4191","3303, 3389, 3391, 3778, 3779, 3782, 4198",4128,3842,"3093, 4676"
OG0000024,0.0798108507880769,0.0314431620444622,3.354577340143517,,,"2358, 268, 4623","2355, 269, 4617","2358, 269, 4621","2353, 268, 4608","2354, 268, 4613","2356, 269, 4619","2354, 269",4661,"2593, 3770, 4869, 4931","3782, 4745","1126, 3272, 3493","2729, 4158, 4220, 4493","2732, 4160, 4221, 4494","2733, 4162, 4224, 4497","2732, 4161, 4223, 4496","2732, 4160, 4222, 4495","2732, 4162, 4224, 4497","2730, 4160, 4222, 4495","2730, 4159, 4221, 4494","2680, 4108, 4170, 4443","2689, 4117, 4179, 4453","2677, 4105, 4166, 4440","2370, 273, 4631","1604, 3284",4062,4557,3814,"3833, 3909",3738,"1112, 4435","1201, 4726","2359, 272, 4602",4437,4437,"4248, 4324",4075,4017,"4073, 4603",4024,4047,4115,4004,"2551, 4041, 4104, 4545","2563, 4099, 4163, 4603",4007,4062,"4072, 4603","1117, 3224, 3438",4436,"4410, 4859"
OG0000025,0.0695998125599137,0.0306211749179242,2.938676303854875,,"1605, 1624, 1934, 4004, 5496, 6184, 6704",4487,4483,4486,4473,4477,4485,3972,"1222, 4273","3852, 5137",4276,"3773, 4203","4721, 4827","4722, 4828","4725, 4831","4724, 4830","4722, 4828","4725, 4831","4723, 4829","4722, 4828","4673, 4779","4684, 4790","4670, 4776",4495,"3182, 3738, 4751",3036,"1499, 4675","4205, 604","2513, 3422","3355, 3958, 661","1057, 1724, 1812, 2757, 2781, 2920, 3233, 3546, 3833, 3851, 3871, 3958, 4626, 4657, 4789","3641, 4257",4468,"4178, 4643","3627, 4174, 4645","1258, 4710",3046,"2931, 4136, 4331","151, 2255, 3802","2927, 4141, 4338",3017,"2981, 4242, 4446",2972,"4310, 4629","4369, 4686","2920, 4123, 4318",3035,"152, 2259, 3802",4119,"4178, 4642","1875, 4070, 4081, 4327, 4651, 4652, 4832, 5047, 5230, 666"
OG0000026,0.0783157268524455,0.031677360093392,2.9245572226097853,5611,,4350,4346,4348,4336,4340,4348,4109,,"3341, 3696",,4057,"2002, 2003, 2016, 4551","2002, 2003, 2017, 4552","2003, 2004, 2018, 4555","2002, 2003, 2017, 4554","2003, 2004, 2017, 4553","2002, 2003, 2017, 4555","2001, 2002, 2015, 4553","2002, 2003, 2016, 4552","1950, 1951, 1964, 4501","1957, 1958, 1971, 4511","1948, 1949, 1962, 4498",4357,3874,"1809, 1810, 3982, 4048, 4132",,,,,,"4118, 4119",4331,4032,,,"1820, 1821, 3995, 4061, 4144","1707, 4004, 4085","1640, 1641, 3961, 4052, 4053","1711, 4011, 4088","1767, 1768, 3966, 4033, 4117","1738, 4102, 4184","1767, 1768, 3924, 3990, 4074","1888, 1889, 4474","1896, 1897, 4532","1709, 3994, 4072","1808, 1809, 3982, 4048, 4132","1642, 1643, 3960, 4051, 4052",3982,4031,"1759, 4468"
OG0000027,0.0746164263513993,0.0355987346552966,2.9184039313399777,,,"219, 2404","219, 2402","219, 2405","219, 2399","219, 2400","219, 2403","219, 2400",,"1429, 2548, 2623, 4908, 4955","3731, 4898","1080, 30","211, 2774, 2841, 4193, 4246","211, 2777, 2844, 4195, 4247","211, 2778, 2845, 4197, 4250","210, 2777, 2844, 4196, 4249","211, 2777, 2844, 4195, 4248","211, 2777, 2844, 4197, 4250","211, 2775, 2842, 4195, 4248","210, 2775, 2842, 4194, 4247","211, 2725, 2792, 4143, 4196","212, 2734, 2801, 4152, 4205","211, 2722, 2789, 4140, 4192","225, 2417","1652, 2695",203,4303,2870,"1304, 185",1670,"2181, 3902","1155, 3768","223, 2405",4592,4591,236,203,,2376,,,,,"206, 2596, 2659, 276, 4081, 4128","205, 2608, 2673, 4140, 4187",,203,2380,"1071, 28",4591,"3469, 921, 994"
OG0000028,0.0809395533326305,0.0298390082944466,3.970078444014614,81,472,"2966, 4745, 4746","2965, 4739, 4740","2968, 4743, 4744","2963, 4730, 4731","2965, 4735, 4736","2967, 4741, 4742","2963, 4732, 4733","3062, 4771","1952, 4404",258,"3368, 3369, 596","3378, 5286","3381, 5287","3382, 5290","3381, 5289","3380, 5287","3382, 5290","3379, 5289","3379, 5287","3328, 5236","3336, 5248","3325, 5233","2987, 4751, 4752","2136, 4709, 4710","2976, 4721","274, 4701, 4702","2376, 3708","3954, 718","2163, 3846",1680,"4867, 4868, 628","2970, 4721, 4722","2889, 4667, 4668","2889, 4669, 4670","2972, 4207","2986, 4730","2870, 4681","2938, 4771","2866, 4688","2957, 4709","2920, 4808","2912, 4663","3281, 5184","3338, 5243","2860, 4669","2975, 4724","2940, 4771","3316, 3317, 588","2888, 4666, 4667","329, 5346"
OG0000029,0.077335047447592,0.0397863337311919,2.2593452653279957,,,"227, 2395","227, 2392","227, 2396","227, 2390","227, 2391","227, 2393","227, 2391",236,"1421, 2485, 2556, 2635, 4914, 4960","2928, 3738, 4905","1084, 21","222, 2766, 2829, 4197","222, 2769, 2832, 4198","222, 2770, 2833, 4201","221, 2769, 2832, 4200","222, 2769, 2832, 4199","222, 2769, 2832, 4201","222, 2767, 2830, 4199","221, 2767, 2830, 4198","222, 2717, 2780, 4147","223, 2726, 2789, 4156","222, 2714, 2777, 4143","235, 2408","1642, 2704",211,2652,2879,"1318, 176",1661,"1147, 2190, 2271, 3898","1161, 3778","233, 2396","265, 4577","268, 4576",245,211,,2370,,,,,"214, 2588, 2648, 2718, 284, 4087, 4133","214, 2600, 2662, 2732, 4146, 4192",,211,2374,"1079, 19","264, 4576","3462, 933, 999"
OG0000030,0.0757591001024708,0.0359001616358042,2.832226844336219,,,"3627, 4820","3624, 4814","3628, 4818","3612, 4805","3616, 4810","3626, 4816","3623, 4807","3773, 905","1091, 4291, 4919",3673,3637,"262, 2799, 4207, 5169","262, 2802, 4208, 5170","262, 2803, 4211, 5173","261, 2802, 4210, 5172","262, 2802, 4209, 5170","262, 2802, 4211, 5173","262, 2800, 4209, 5171","261, 2800, 4208, 5170","262, 2750, 4157, 5121","263, 2759, 4166, 5133","262, 2747, 4153, 5118",3632,"3299, 4185","250, 4614","1780, 4546, 4850",308,"2807, 4406","4298, 974","3884, 3966, 5106",4710,3611,"3543, 4540","3541, 4538","3730, 946","251, 4623",4571,4657,4577,4601,4694,4556,"252, 2622, 4092, 5070","256, 4151, 5129, 5316",4558,"250, 4614",4657,"3576, 4830","3542, 4539","1047, 5225"
OG0000031,0.0879008569268665,0.0360744507419222,3.2328373015873018,,1152,"229, 2393","229, 2390","229, 2394","229, 2388","229, 2389","229, 2391","229, 2389",235,"1419, 2486, 2558, 2637, 2638, 4963","3740, 4907","1086, 19","224, 2764, 2826, 2827","224, 2767, 2829, 2830","224, 2768, 2830, 2831","223, 2767, 2829, 2830","224, 2767, 2829, 2830","224, 2767, 2829, 2830","224, 2765, 2827, 2828","223, 2765, 2827, 2828","224, 2715, 2777, 2778","225, 2724, 2786, 2787","224, 2712, 2774, 2775","237, 2406","1640, 2706",213,4292,2880,174,1660,"1145, 2192","1163, 3780","235, 2394",4575,4574,246,213,,2368,,,,,"216, 2586, 2645, 2646, 2717, 286, 4136","215, 2598, 2659, 2660, 2731, 4195",,213,2372,"1081, 17",4574,"1001, 3460, 4851, 935, 936"
OG0000032,0.0777368358981571,0.0306985955679833,3.5504439063761097,,,"209, 2411","209, 2409","209, 2412","209, 2406","209, 2407","209, 2410","209, 2407",,"1438, 2541, 2616, 4901","3724, 4891","1070, 37","202, 2781, 2848, 4186","202, 2784, 2851, 4188","202, 2785, 2852, 4190","201, 2784, 2851, 4189","202, 2784, 2851, 4188","202, 2784, 2851, 4190","202, 2782, 2849, 4188","201, 2782, 2849, 4187","202, 2732, 2799, 4136","203, 2741, 2808, 4145","202, 2729, 2796, 4133","216, 2424","1661, 2688",196,4310,2861,"1295, 194",1679,"2171, 3912","1148, 3761","214, 2412",4585,4584,227,196,4532,"2383, 4630",4538,,4653,,"197, 2603, 265, 2666, 4074","194, 2615, 2680, 4133",4519,196,"2387, 4630","1061, 35",4584,"3479, 914, 987"
OG0000033,0.0812679079280479,0.0387555591671947,2.5809976587255594,"5545, 5546, 5682",,,,,,,,,"1223, 1477, 198, 3156, 3157, 3406, 3963, 3964, 4276, 4532, 4739, 4740","2368, 5116, 845",,,2803,2806,2807,2806,2806,2806,2804,2804,2754,2763,2751,,,,,"1080, 1236, 1777, 2247, 2248, 2472, 2473, 2663, 3418, 3625, 3739, 3946, 4202, 4501, 4502, 654, 866","1388, 2209, 2258, 2512, 3425, 3694, 3838, 3905, 3916, 3921, 3922, 4278, 4612, 4613, 4614, 4619, 602, 603, 604, 605, 617, 618, 619, 621, 833, 834, 838","2059, 2066, 2067, 3358, 3608, 3813, 3814, 3907, 403, 4295, 4492, 4493, 660",,,,,,"1259, 1387, 1504, 2848, 2849, 295, 3069, 3070, 3543, 3544, 3915, 4239, 4240, 4452, 4707, 577, 985",,,,,,,,"4289, 4328","2628, 4348, 564, 837",,,,,,
OG0000034,0.0827544826072993,0.0297823666311704,3.74224759323074,2057,1207,"2256, 2257, 4267","2256, 2257, 4263","2257, 2258, 4265","2254, 2255, 4253","2255, 2256, 4257","2257, 2258, 4265","2255, 2256, 4191","2381, 4016","2755, 5206","4001, 912","2353, 3967","2631, 4648","2634, 4649","2635, 4652","2634, 4651","2634, 4650","2634, 4652","2632, 4650","2632, 4649","2582, 4600","2591, 4611","2579, 4597","2270, 4275","2835, 3965","2334, 3918","1282, 4152","1670, 4453","1482, 4661","2859, 4545","3649, 964","1314, 4025","2259, 4250","1378, 3920","1376, 3915","2268, 3507","2345, 3931","2254, 3875","2219, 3895","2253, 3880","2292, 3902","2287, 3964","2293, 3859","2451, 4380","2464, 4437","2247, 3864","2334, 3918","2223, 3895","2332, 3900","1377, 3919","1135, 4581"
