"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","BHKY","BuffGH_2022","EaSmR","ICMP5845","MDCuke_2022","PSU-1","SCR3"
"group_11641","","hypothetical protein","1","1","1","4","788","1","5687","","266","266","266","","","","","","EJNDHMEK_04394",""
"group_11642","","hypothetical protein","1","1","1","4","674","1","6273","","95","95","95","","","","","","EJNDHMEK_04406",""
"group_11643","","hypothetical protein","1","1","1","4","717","1","6230","","251","251","251","","","","","","EJNDHMEK_04448",""
"group_11644","","hypothetical protein","1","1","1","4","737","1","5732","","89","89","89","","","","","","EJNDHMEK_04469",""
"group_11645","","hypothetical protein","1","1","1","4","656","1","6204","","302","302","302","","","","","","EJNDHMEK_04474",""
"group_11646","","hypothetical protein","1","1","1","4","641","1","5897","","227","227","227","","","","","","EJNDHMEK_04483",""
"group_11647","","hypothetical protein","1","1","1","4","2428","1","3557","","185","185","185","","","","","","EJNDHMEK_04517",""
"group_11648","","hypothetical protein","1","1","1","4","2427","1","3622","","458","458","458","","","","","","EJNDHMEK_04522",""
"group_11649","","hypothetical protein","1","1","1","4","10882","1","3563","","350","350","350","","","","","","EJNDHMEK_04540",""
"group_11650","","hypothetical protein","1","1","1","4","2420","1","3564","","212","212","212","","","","","","EJNDHMEK_04544",""
"group_11651","","hypothetical protein","1","1","1","4","2419","1","3596","","341","341","341","","","","","","EJNDHMEK_04547",""
"group_11652","","hypothetical protein","1","1","1","4","2415","1","3570","","161","161","161","","","","","","EJNDHMEK_04566",""
"group_11653","","hypothetical protein","1","1","1","4","2409","1","783","","299","299","299","","","","","","EJNDHMEK_04576",""
"group_11654","","hypothetical protein","1","1","1","4","4468","1","3017","","143","143","143","","","","","","EJNDHMEK_04592",""
"group_11655","","hypothetical protein","1","1","1","4","4460","1","3015","","230","230","230","","","","","","EJNDHMEK_04594",""
"group_11656","","hypothetical protein","1","1","1","4","4454","1","5158","","158","158","158","","","","","","EJNDHMEK_04600",""
"group_11657","","hypothetical protein","1","1","1","4","4441","1","5070","","143","143","143","","","","","","EJNDHMEK_04607",""
"group_11658","","hypothetical protein","1","1","1","4","4358","1","5075","","233","233","233","","","","","","EJNDHMEK_04624",""
"group_11659","","hypothetical protein","1","1","1","4","4363","1","7075","","380","380","380","","","","","","EJNDHMEK_04638",""
"group_11660","","hypothetical protein","1","1","1","4","4364","1","7077","","155","155","155","","","","","","EJNDHMEK_04640",""
"group_11661","","hypothetical protein","1","1","1","4","4372","1","7098","","245","245","245","","","","","","EJNDHMEK_04646",""
"group_11662","","hypothetical protein","1","1","1","4","12641","1","7032","","221","221","221","","","","","","EJNDHMEK_04661",""
"group_11663","","hypothetical protein","1","1","1","4","2164","1","7637","","272","272","272","","","","","","EJNDHMEK_04704",""
"group_11664","","hypothetical protein","1","1","1","4","2163","1","7636","","356","356","356","","","","","","EJNDHMEK_04705",""
"group_11665","","hypothetical protein","1","1","1","4","2145","1","7635","","263","263","263","","","","","","EJNDHMEK_04706",""
"group_11666","","hypothetical protein","1","1","1","4","2218","1","7630","","200","200","200","","","","","","EJNDHMEK_04710",""
"group_11667","","hypothetical protein","1","1","1","4","2135","1","177","","398","398","398","","","","","","EJNDHMEK_04721",""
"group_11668","","hypothetical protein","1","1","1","4","2130","1","178","","203","203","203","","","","","","EJNDHMEK_04726",""
"group_11669","","hypothetical protein","1","1","1","4","2092","1","7592","","107","107","107","","","","","","EJNDHMEK_04749",""
"group_11670","","hypothetical protein","1","1","1","4","5537","1","2048","","182","182","182","","","","","","EJNDHMEK_04784",""
"group_11671","","hypothetical protein","1","1","1","4","5478","1","2055","","275","275","275","","","","","","EJNDHMEK_04788",""
"emrE","","Multidrug transporter EmrE","1","1","1","4","4706","1","2363","","173","173","173","","","","","","EJNDHMEK_04798",""
"group_11673","","hypothetical protein","1","1","1","4","4705","1","2341","","257","257","257","","","","","","EJNDHMEK_04799",""
"group_11674","","hypothetical protein","1","1","1","4","4707","1","2358","","308","308","308","","","","","","EJNDHMEK_04803",""
"group_11675","","hypothetical protein","1","1","1","4","4871","1","2347","","269","269","269","","","","","","EJNDHMEK_04810",""
"group_11676","","hypothetical protein","1","1","1","4","4872","1","2346","","257","257","257","","","","","","EJNDHMEK_04811",""
"group_11677","","hypothetical protein","1","1","1","4","4870","1","2348","","323","323","323","","","","","","EJNDHMEK_04813",""
"group_11678","","hypothetical protein","1","1","1","4","4534","1","4277","","287","287","287","","","","","","EJNDHMEK_04819",""
"group_11679","","hypothetical protein","1","1","1","4","4526","1","4270","","278","278","278","","","","","","EJNDHMEK_04828",""
"group_1168","","hypothetical protein","1","1","1","4","12239","1","7671","","257","257","257","","","","PNIFCKEH_05896","","",""
"group_11680","","hypothetical protein","1","1","1","4","6685","1","16","","212","212","212","","","","","","EJNDHMEK_04846",""
"group_11681","","hypothetical protein","1","1","1","4","6688","1","119","","263","263","263","","","","","","EJNDHMEK_04850",""
"group_11682","","hypothetical protein","1","1","1","4","6663","1","116","","317","317","317","","","","","","EJNDHMEK_04854",""
"group_11683","","hypothetical protein","1","1","1","4","6882","1","5650","","110","110","110","","","","","","EJNDHMEK_04905",""
"group_11684","","hypothetical protein","1","1","1","4","1166","1","2472","","113","113","113","","","","","","EJNDHMEK_04914",""
"group_11685","","hypothetical protein","1","1","1","4","2356","1","2467","","131","131","131","","","","","","EJNDHMEK_04917",""
"group_11686","","hypothetical protein","1","1","1","4","1147","1","2426","","137","137","137","","","","","","EJNDHMEK_04952",""
"group_11687","","hypothetical protein","1","1","1","4","2396","1","2423","","140","140","140","","","","","","EJNDHMEK_04955",""
"group_11688","","hypothetical protein","1","1","1","4","252","1","5438","","212","212","212","","","","","","EJNDHMEK_04964",""
"group_11689","","hypothetical protein","1","1","1","4","253","1","5432","","182","182","182","","","","","","EJNDHMEK_04965",""
"group_11690","","hypothetical protein","1","1","1","4","294","1","5454","","452","452","452","","","","","","EJNDHMEK_04967",""
"group_11691","","hypothetical protein","1","1","1","4","287","1","5455","","302","302","302","","","","","","EJNDHMEK_04972",""
"group_11692","","hypothetical protein","1","1","1","4","265","1","5446","","194","194","194","","","","","","EJNDHMEK_04988",""
"group_11693","","hypothetical protein","1","1","1","4","2525","1","6153","","209","209","209","","","","","","EJNDHMEK_05013",""
"group_11694","","hypothetical protein","1","1","1","4","2526","1","6154","","413","413","413","","","","","","EJNDHMEK_05014",""
"group_11695","","hypothetical protein","1","1","1","4","2527","1","6155","","620","620","620","","","","","","EJNDHMEK_05015",""
"group_11696","","hypothetical protein","1","1","1","4","2528","1","6156","","248","248","248","","","","","","EJNDHMEK_05016",""
"group_11697","","hypothetical protein","1","1","1","4","609","1","6178","","236","236","236","","","","","","EJNDHMEK_05040",""
"group_11698","","hypothetical protein","1","1","1","4","668","1","5723","","926","926","926","","","","","","EJNDHMEK_05048",""
"group_11699","","hypothetical protein","1","1","1","4","10569","1","3527","","233","233","233","","","","","","EJNDHMEK_05056",""
"group_11700","","hypothetical protein","1","1","1","4","4323","1","8086","","572","572","572","","","","","","","MAOBNCNO_00731"
"group_11702","","hypothetical protein","1","1","1","4","2457","1","3934","","938","938","938","","","","","","","MAOBNCNO_01198"
"group_11703","","hypothetical protein","1","1","1","4","2456","1","3935","","95","95","95","","","","","","","MAOBNCNO_01199"
"group_11704","","hypothetical protein","1","1","1","4","2467","1","3937","","179","179","179","","","","","","","MAOBNCNO_01202"
"group_11705","","hypothetical protein","1","1","1","4","10576","1","4038","","179","179","179","","","","","","","MAOBNCNO_01204"
"group_11706","","hypothetical protein","1","1","1","4","10577","1","4037","","245","245","245","","","","","","","MAOBNCNO_01205"
"group_11707","","hypothetical protein","1","1","1","4","10574","1","4098","","572","572","572","","","","","","","MAOBNCNO_01212"
"group_11708","","hypothetical protein","1","1","1","4","2451","1","4101","","269","269","269","","","","","","","MAOBNCNO_01216"
"group_11709","","hypothetical protein","1","1","1","4","2447","1","3945","","401","401","401","","","","","","","MAOBNCNO_01222"
"group_1171","","IS21 family transposase ISVch3","1","1","1","4","8649","1","6493","","488","488","488","","","","PNIFCKEH_02482","","",""
"group_11710","","hypothetical protein","1","1","1","4","10306","1","4786","","113","113","113","","","","","","","MAOBNCNO_02102"
"group_11711","","hypothetical protein","1","1","1","4","7499","1","438","","224","224","224","","","","","","","MAOBNCNO_03083"
"group_11712","","hypothetical protein","1","1","1","4","7505","1","453","","536","536","536","","","","","","","MAOBNCNO_03086"
"group_11713","","hypothetical protein","1","1","1","4","12734","1","6531","","470","470","470","","","","","","","MAOBNCNO_03613"
"group_11715","","hypothetical protein","1","1","1","4","1406","1","5039","","377","377","377","","","","","","","MAOBNCNO_05254"
"group_11716","","hypothetical protein","1","1","1","3","3","122","7","","275","275","275","","","","","","","MAOBNCNO_05488"
"group_11717","","hypothetical protein","1","1","1","3","7","122","6","","227","227","227","","","","","","","MAOBNCNO_05489"
"group_11718","","hypothetical protein","1","1","1","2","31","121","34","","1052","1052","1052","","","","","","","MAOBNCNO_05494"
"group_11719","","hypothetical protein","1","1","1","2","32","121","35","","1031","1031","1031","","","","","","","MAOBNCNO_05495"
"group_11720","","hypothetical protein","1","1","1","2","33","121","36","","161","161","161","","","","","","","MAOBNCNO_05496"
"group_11721","","hypothetical protein","1","1","1","2","34","121","37","","668","668","668","","","","","","","MAOBNCNO_05497"
"group_11722","","hypothetical protein","1","1","1","2","35","121","38","","197","197","197","","","","","","","MAOBNCNO_05498"
"group_11723","","hypothetical protein","1","1","1","2","36","121","39","","1181","1181","1181","","","","","","","MAOBNCNO_05499"
"group_11724","","hypothetical protein","1","1","1","2","37","121","40","","353","353","353","","","","","","","MAOBNCNO_05500"
"group_11725","","hypothetical protein","1","1","1","2","38","121","41","","752","752","752","","","","","","","MAOBNCNO_05501"
"group_11726","","hypothetical protein","1","1","1","2","39","121","42","","935","935","935","","","","","","","MAOBNCNO_05502"
"group_11727","","hypothetical protein","1","1","1","2","40","121","43","","314","314","314","","","","","","","MAOBNCNO_05503"
"group_11728","","hypothetical protein","1","1","1","2","41","121","44","","578","578","578","","","","","","","MAOBNCNO_05504"
"group_11729","","hypothetical protein","1","1","1","2","42","121","45","","1985","1985","1985","","","","","","","MAOBNCNO_05505"
"group_1173","","hypothetical protein","1","1","1","4","8650","1","6494","","245","245","245","","","","PNIFCKEH_02481","","",""
"group_11730","","hypothetical protein","1","1","1","2","43","121","46","","413","413","413","","","","","","","MAOBNCNO_05506"
"group_11731","","hypothetical protein","1","1","1","2","44","121","47","","443","443","443","","","","","","","MAOBNCNO_05507"
"group_11732","","hypothetical protein","1","1","1","2","45","121","48","","1478","1478","1478","","","","","","","MAOBNCNO_05508"
"group_11733","","hypothetical protein","1","1","1","2","46","121","49","","551","551","551","","","","","","","MAOBNCNO_05509"
"group_11734","","hypothetical protein","1","1","1","2","47","121","50","","371","371","371","","","","","","","MAOBNCNO_05510"
"group_11735","","hypothetical protein","1","1","1","2","48","121","51","","530","530","530","","","","","","","MAOBNCNO_05511"
"group_11736","","hypothetical protein","1","1","1","2","49","121","52","","383","383","383","","","","","","","MAOBNCNO_05512"
"group_11737","","hypothetical protein","1","1","1","2","50","121","53","","560","560","560","","","","","","","MAOBNCNO_05513"
"group_11738","","hypothetical protein","1","1","1","2","51","121","54","","956","956","956","","","","","","","MAOBNCNO_05514"
"group_11739","","hypothetical protein","1","1","1","2","52","121","55","","482","482","482","","","","","","","MAOBNCNO_05515"
"group_1174","","hypothetical protein","1","1","1","4","3418","1","3012","","188","188","188","","","","","","EJNDHMEK_04587",""
"group_11740","","hypothetical protein","1","1","1","2","53","121","56","","1274","1274","1274","","","","","","","MAOBNCNO_05516"
"group_11741","","hypothetical protein","1","1","1","2","54","121","57","","761","761","761","","","","","","","MAOBNCNO_05517"
"group_11742","","Anti-CBASS protein Acb1","1","1","1","2","55","121","58","","1385","1385","1385","","","","","","","MAOBNCNO_05518"
"group_11743","","hypothetical protein","1","1","1","2","56","121","59","","248","248","248","","","","","","","MAOBNCNO_05519"
"group_11744","","hypothetical protein","1","1","1","2","57","121","60","","263","263","263","","","","","","","MAOBNCNO_05520"
"hin_10","","DNA-invertase hin","1","1","1","2","58","121","61","","578","578","578","","","","","","","MAOBNCNO_05521"
"group_11746","","hypothetical protein","1","1","1","2","59","121","62","","1244","1244","1244","","","","","","","MAOBNCNO_05522"
"group_11747","","hypothetical protein","1","1","1","2","30","121","1","","1244","1244","1244","","","","","","","MAOBNCNO_05525"
"group_11748","","hypothetical protein","1","1","1","2","29","121","28","","302","302","302","","","","","","","MAOBNCNO_05528"
"group_11749","","hypothetical protein","1","1","1","2","1","121","24","","359","359","359","","","","","","","MAOBNCNO_05533"
"group_1175","","hypothetical protein","1","1","1","4","8929","1","6489","","185","185","185","","","","","","EJNDHMEK_01687",""
"group_11750","","hypothetical protein","1","1","1","2","12","121","4","","251","251","251","","","","","","","MAOBNCNO_05535"
"group_11751","","hypothetical protein","1","1","1","2","13","121","3","","425","425","425","","","","","","","MAOBNCNO_05536"
"group_11752","","hypothetical protein","1","1","1","2","14","121","5","","140","140","140","","","","","","","MAOBNCNO_05537"
"group_11753","","hypothetical protein","1","1","1","2","15","121","6","","332","332","332","","","","","","","MAOBNCNO_05538"
"group_11754","","hypothetical protein","1","1","1","2","16","121","7","","218","218","218","","","","","","","MAOBNCNO_05539"
"group_11755","","hypothetical protein","1","1","1","2","17","121","8","","2096","2096","2096","","","","","","","MAOBNCNO_05540"
"group_11756","","hypothetical protein","1","1","1","2","10","121","17","","245","245","245","","","","","","","MAOBNCNO_05543"
"group_11757","","hypothetical protein","1","1","1","2","9","121","16","","305","305","305","","","","","","","MAOBNCNO_05544"
"group_11758","","hypothetical protein","1","1","1","5","2","110","5","","749","749","749","","","","","","","MAOBNCNO_05549"
"group_11759","","hypothetical protein","1","1","1","5","9","110","6","","425","425","425","","","","","","","MAOBNCNO_05550"
"group_1176","","hypothetical protein","1","1","1","4","469","1","5406","","122","122","122","","","","","","EJNDHMEK_03533",""
"group_11760","","hypothetical protein","1","1","1","5","10","110","7","","482","482","482","","","","","","","MAOBNCNO_05551"
"group_11765","","hypothetical protein","1","1","1","4","10535","1","4010","","1316","1316","1316","","JKPFCNPL_01620","","","","",""
"group_11766","","hypothetical protein","1","1","1","4","4499","1","3001","","1316","1316","1316","","JKPFCNPL_02708","","","","",""
"group_11767","","hypothetical protein","1","1","1","4","10709","1","4055","","1316","1316","1316","POCPNIHP_01317","","","","","",""
"group_11768","","hypothetical protein","1","1","1","4","10536","1","2982","","1316","1316","1316","POCPNIHP_02305","","","","","",""
"group_11772","","hypothetical protein","1","1","1","4","2518","1","5902","","503","503","503","","JKPFCNPL_02407","","","","",""
"group_11773","","hypothetical protein","1","1","1","4","11815","1","6081","","503","503","503","","JKPFCNPL_02902","","","","",""
"group_11776","","hypothetical protein","1","1","1","4","8545","1","5228","","371","371","371","","","","","JIDLLDEG_03282","",""
"group_11778","","hypothetical protein","1","1","1","4","4591","1","3938","","452","452","452","POCPNIHP_01325","","","","","",""
"flhA_2","","Flagellar biosynthesis protein FlhA","1","1","1","4","3317","1","3423","","473","473","473","","","","PNIFCKEH_04982","","",""
"group_11780","","hypothetical protein","1","1","1","4","4492","1","2994","","452","452","452","","JKPFCNPL_02715","","","","",""
"group_11785","","hypothetical protein","1","1","1","4","2565","1","14","","248","248","248","","JKPFCNPL_02381","","","","",""
"group_11788","","hypothetical protein","1","1","1","4","2598","1","6103","","1049","1049","1049","","JKPFCNPL_02403","","","","",""
"group_11789","","hypothetical protein","1","1","1","4","11811","1","6077","","1049","1049","1049","","JKPFCNPL_02898","","","","",""
"flhA_3","","Flagellar biosynthesis protein FlhA","1","1","1","4","3318","1","3425","","395","395","395","","","","PNIFCKEH_04983","","",""
"group_11793","","hypothetical protein","1","1","1","4","10534","1","5885","","1097","1097","1097","","JKPFCNPL_01619","","","","",""
"group_11794","","hypothetical protein","1","1","1","4","4500","1","3002","","1097","1097","1097","","JKPFCNPL_02707","","","","",""
"group_11795","","hypothetical protein","1","1","1","4","10708","1","5886","","1097","1097","1097","POCPNIHP_01316","","","","","",""
"group_11796","","hypothetical protein","1","1","1","4","4501","1","2983","","1097","1097","1097","POCPNIHP_02304","","","","","",""
"flhA_4","","Flagellar biosynthesis protein FlhA","1","1","1","4","3319","1","3426","","260","260","260","","","","PNIFCKEH_04984","","",""
"group_11800","","IS91 family transposase ISSbo1","1","1","1","4","10289","1","4568","","266","266","266","","","","","JIDLLDEG_01557","",""
"group_11801","","IS91 family transposase ISSbo1","1","1","1","4","11488","1","1570","","266","266","266","","","","","JIDLLDEG_02712","",""
"group_11802","","IS91 family transposase ISSbo1","1","1","1","4","7889","1","146","","266","266","266","","","","","JIDLLDEG_03325","",""
"group_11803","","IS91 family transposase ISSbo1","1","1","1","4","2225","1","7621","","266","266","266","","","","","JIDLLDEG_03793","",""
"group_11804","","IS91 family transposase ISSbo1","1","1","1","4","2043","1","8904","","266","266","266","","","","","JIDLLDEG_03801","",""
"group_11805","","IS91 family transposase ISSbo1","1","1","1","4","1958","1","8881","","266","266","266","","","","","JIDLLDEG_04730","",""
"group_11806","","IS91 family transposase ISSbo1","1","1","1","4","4696","1","2377","","266","266","266","","","","","JIDLLDEG_05312","",""
"flhA_1","","Flagellar biosynthesis protein FlhA","1","1","1","4","11955","1","3293","","2087","2087","2087","","","FENHPGCI_02041","","","",""
"group_11811","","hypothetical protein","1","1","1","4","603","1","9","","431","431","431","","JKPFCNPL_02425","","","","",""
"group_11814","","hypothetical protein","1","1","1","4","2559","1","6111","","614","614","614","","JKPFCNPL_02282","","","","",""
"group_11816","","hypothetical protein","1","1","1","4","11780","1","6048","","614","614","614","","JKPFCNPL_02885","","","","",""
"group_11818","","hypothetical protein","1","1","1","4","8543","1","5226","","467","467","467","","","","","JIDLLDEG_03280","",""
"group_11819","","IS481 family transposase ISErsp1","1","1","1","4","1112","1","823","","1040","1040","1040","","","","","","","MAOBNCNO_04074"
"group_11820","","IS481 family transposase ISErsp1","1","1","1","4","7589","1","936","","1040","1040","1040","","","","","JIDLLDEG_05020","",""
"group_11822","","IS481 family transposase ISErsp1","1","1","1","4","7597","1","638","","1040","1040","1040","","","","","","","MAOBNCNO_05018"
"group_11823","","IS481 family transposase ISErsp1","1","1","1","4","11345","1","1491","","1040","1040","1040","","","","","JIDLLDEG_04550","",""
"group_11824","","IS481 family transposase ISErsp1","1","1","1","4","4677","1","2380","","1040","1040","1040","","","","","JIDLLDEG_05321","",""
"group_11826","","hypothetical protein","1","1","1","4","2519","1","5903","","104","104","104","","JKPFCNPL_02408","","","","",""
"group_11827","","hypothetical protein","1","1","1","4","11816","1","6082","","104","104","104","","JKPFCNPL_02903","","","","",""
"group_11829","xerC_4","Tyrosine recombinase XerC","1","1","1","4","6681","1","11","","1019","1019","1019","","JKPFCNPL_02427","","","","",""
"group_1183","tnpA_4","Transposase for transposon","1","1","1","4","1741","1","1652","","719","719","719","","","","PNIFCKEH_04631","","",""
"group_11835","","hypothetical protein","1","1","1","4","8544","1","5227","","302","302","302","","","","","JIDLLDEG_03281","",""
"group_1184","","Tn3 family transposase TnEc1","1","1","1","4","1739","1","1659","","1043","1043","1043","","","","","","EJNDHMEK_04221",""
"group_11840","","hypothetical protein","1","1","1","4","2550","1","6098","","545","545","545","","JKPFCNPL_02398","","","","",""
"group_11844","","IS481 family transposase ISErsp1","1","1","1","4","285","1","5456","","1040","1040","1040","","JKPFCNPL_05550","","","","",""
"group_11845","","IS481 family transposase ISErsp1","1","1","1","4","120","1","7933","","1040","1040","1040","POCPNIHP_01766","","","","","",""
"group_11847","","hypothetical protein","1","1","1","4","11818","1","6084","","221","221","221","","JKPFCNPL_02905","","","","",""
"group_11851","","hypothetical protein","1","1","1","4","4590","1","3939","","467","467","467","POCPNIHP_01326","","","","","",""
"group_11853","","hypothetical protein","1","1","1","4","4491","1","2993","","467","467","467","","JKPFCNPL_02716","","","","",""
"group_11854","","hypothetical protein","1","1","1","4","2563","1","6124","","488","488","488","","JKPFCNPL_02278","","","","",""
"group_11856","","hypothetical protein","1","1","1","4","11783","1","6051","","488","488","488","","JKPFCNPL_02882","","","","",""
"group_11858","","hypothetical protein","1","1","1","4","2553","1","6109","","638","638","638","","JKPFCNPL_02395","","","","",""
"group_11859","","hypothetical protein","1","1","1","4","11802","1","6044","","638","638","638","","JKPFCNPL_02889","","","","",""
"rpsA_1","","Small ribosomal subunit protein bS1","1","1","1","4","10459","1","4820","","812","812","812","","","","PNIFCKEH_04009","","",""
"group_11865","","hypothetical protein","1","1","1","4","10141","1","4449","","335","335","335","","","","","JIDLLDEG_01565","",""
"group_11866","","hypothetical protein","1","1","1","4","1153","1","1131","","335","335","335","","","","","JIDLLDEG_05084","",""
"group_11867","","hypothetical protein","1","1","1","4","1409","1","963","","335","335","335","","","","","JIDLLDEG_05109","",""
"group_11868","","hypothetical protein","1","1","1","4","10068","1","5026","","335","335","335","","","","","JIDLLDEG_05355","",""
"group_11869","","hypothetical protein","1","1","1","4","6243","1","8806","","335","335","335","","","","","JIDLLDEG_05378","",""
"group_11870","","hypothetical protein","1","1","1","4","7684","1","8416","","335","335","335","","","","","JIDLLDEG_05534","",""
"group_11871","","hypothetical protein","1","1","1","4","4894","1","2379","","335","335","335","","JKPFCNPL_00093","","","","",""
"group_11873","","IS481 family transposase ISErsp1","1","1","1","4","14","1","7738","","1040","1040","1040","","JKPFCNPL_02074","","","","",""
"group_11875","","IS481 family transposase ISErsp1","1","1","1","4","1859","1","1186","","1040","1040","1040","POCPNIHP_02934","","","","","",""
"group_11876","","IS481 family transposase ISErsp1","1","1","1","4","7998","3","29","","1040","1040","1040","POCPNIHP_02988","","","","","",""
"rpsA_3","","Small ribosomal subunit protein bS1","1","1","1","4","10461","1","4800","","173","173","173","","","","PNIFCKEH_04011","","",""
"group_11881","","IS1 family transposase ISEic1","1","1","1","4","3538","1","2600","","356","356","356","","","","PNIFCKEH_00640","","",""
"group_11882","","hypothetical protein","1","1","1","4","1733","1","1258","","206","206","206","","JKPFCNPL_03310","","","","",""
"group_11883","","hypothetical protein","1","1","1","4","8019","3","42","","206","206","206","","JKPFCNPL_03366","","","","",""
"group_11886","","hypothetical protein","1","1","1","4","3231","1","2941","","206","206","206","","JKPFCNPL_04362","","","","",""
"group_1189","rpsA","Small ribosomal subunit protein bS1","1","1","1","4","10431","47","180","","1673","1673","1673","","","FENHPGCI_01375","","","",""
"group_11892","","hypothetical protein","1","1","1","4","11824","1","6090","","242","242","242","","JKPFCNPL_02911","","","","",""
"group_11897","","hypothetical protein","1","1","1","4","8658","1","2392","","194","194","194","","","","PNIFCKEH_00693","","",""
"group_11898","","hypothetical protein","1","1","1","4","4655","1","2732","","194","194","194","","","","PNIFCKEH_01395","","",""
"group_11899","","hypothetical protein","1","1","1","4","246","1","5667","","194","194","194","","","","PNIFCKEH_01884","","",""
"group_11900","","hypothetical protein","1","1","1","4","8051","3","47","","194","194","194","","","","PNIFCKEH_04346","","",""
"group_11901","","hypothetical protein","1","1","1","4","1839","1","1191","","194","194","194","","","","PNIFCKEH_04570","","",""
"group_11902","","hypothetical protein","1","1","1","4","3353","1","3452","","194","194","194","","","","PNIFCKEH_05017","","",""
"group_11903","","hypothetical protein","1","1","1","4","7859","1","462","","194","194","194","","","","PNIFCKEH_05260","","",""
"group_11904","","hypothetical protein","1","1","1","4","7145","1","5622","","194","194","194","","","","PNIFCKEH_05591","","",""
"group_11905","","hypothetical protein","1","1","1","4","217","1","7487","","194","194","194","","","","PNIFCKEH_05933","","",""
"group_11906","","hypothetical protein","1","1","1","4","7408","1","7545","","194","194","194","","","","PNIFCKEH_06048","","",""
"ftsK_3","","DNA translocase FtsK","1","1","1","4","10343","1","4801","","731","731","731","","","","PNIFCKEH_03993","","",""
"group_11910","","hypothetical protein","1","1","1","4","2596","1","6101","","524","524","524","","JKPFCNPL_02401","","","","",""
"group_11911","","hypothetical protein","1","1","1","4","11809","1","6075","","524","524","524","","JKPFCNPL_02896","","","","",""
"ftsK_2","","DNA translocase FtsK","1","1","1","4","10344","1","4803","","338","338","338","","","","PNIFCKEH_03990","","",""
"group_1193","","hypothetical protein","1","1","1","4","10444","1","4804","","551","551","551","","","","PNIFCKEH_03991","","",""
"group_11938","","hypothetical protein","1","1","1","4","2558","1","6121","","317","317","317","","JKPFCNPL_02276","","","","",""
"ftsK_1","","DNA translocase FtsK","1","1","1","4","10345","1","4802","","242","242","242","","","","PNIFCKEH_03989","","",""
"group_11941","","hypothetical protein","1","1","1","4","2089","1","7538","","125","125","125","","JKPFCNPL_01899","","","","",""
"group_11950","","IS256 family transposase ISEc39","1","1","1","4","5553","1","2688","","1208","1208","1208","POCPNIHP_02061","","","","","",""
"group_11951","","IS256 family transposase ISEc39","1","1","1","4","4369","1","7107","","1208","1208","1208","POCPNIHP_02233","","","","","",""
"group_11952","","IS256 family transposase ISEc39","1","1","1","4","12504","1","6977","","1208","1208","1208","POCPNIHP_03812","","","","","",""
"group_11956","","IS256 family transposase ISEc39","1","1","1","4","7626","1","933","","1208","1208","1208","POCPNIHP_00395","","","","","",""
"group_11957","","IS256 family transposase ISEc39","1","1","1","4","11391","1","6885","","1208","1208","1208","POCPNIHP_00886","","","","","",""
"group_11958","","IS256 family transposase ISEc39","1","1","1","4","1831","1","1193","","1208","1208","1208","POCPNIHP_02919","","","","","",""
"group_11959","","IS256 family transposase ISEc39","1","1","1","4","7540","1","561","","1208","1208","1208","POCPNIHP_04261","","","","","",""
"dinG_2","","ATP-dependent DNA helicase DinG","1","1","1","4","5652","1","8584","","890","890","890","","","","PNIFCKEH_03895","","",""
"group_11960","","IS256 family transposase ISEc39","1","1","1","4","3540","1","2582","","1208","1208","1208","POCPNIHP_05229","","","","","",""
"group_11963","","IS91 family transposase ISSbo1","1","1","1","4","11489","1","1568","","1199","1199","1199","","","","","","","MAOBNCNO_02624"
"group_11966","","IS91 family transposase ISSbo1","1","1","1","4","10288","1","4567","","1199","1199","1199","","","","","","","MAOBNCNO_01555"
"group_11967","","IS91 family transposase ISSbo1","1","1","1","4","7883","1","147","","1199","1199","1199","","","","","","","MAOBNCNO_03234"
"group_11968","","IS91 family transposase ISSbo1","1","1","1","4","2084","1","7623","","1199","1199","1199","","","","","","","MAOBNCNO_03707"
"group_11969","","IS91 family transposase ISSbo1","1","1","1","4","5549","1","2372","","1199","1199","1199","","","","","","","MAOBNCNO_05195"
"dinG_3","","ATP-dependent DNA helicase DinG","1","1","1","4","5653","1","8585","","314","314","314","","","","PNIFCKEH_03896","","",""
"group_11970","","hypothetical protein","1","1","1","4","10587","1","4109","","572","572","572","","","","PNIFCKEH_02918","","",""
"group_11972","","hypothetical protein","1","1","1","4","10602","1","4001","","572","572","572","POCPNIHP_02321","","","","","",""
"group_11973","","hypothetical protein","1","1","1","4","2439","1","2985","","572","572","572","","JKPFCNPL_02724","","","","",""
"group_11974","","hypothetical protein","1","1","1","4","10689","1","3961","","572","572","572","","","","","JIDLLDEG_04067","",""
"group_11979","","hypothetical protein","1","1","1","4","11466","1","1499","","455","455","455","","","","PNIFCKEH_00282","","",""
"group_1198","dinG_3","ATP-dependent DNA helicase DinG","1","1","1","4","5650","1","8586","","572","572","572","","","","","JIDLLDEG_01993","",""
"group_11980","","hypothetical protein","1","1","1","4","6273","1","4953","","455","455","455","","","","PNIFCKEH_03421","","",""
"group_11981","","hypothetical protein","1","1","1","4","6168","7","46","","455","455","455","","","","PNIFCKEH_03529","","",""
"group_11982","","hypothetical protein","1","1","1","4","1604","1","1178","","455","455","455","","","","PNIFCKEH_04514","","",""
