strain,gene,start,end,type
ICMP5845,PNIFCKEH_03410,2478300,2478758,accessory
ICMP5845,PNIFCKEH_03411,2478761,2479582,accessory
ICMP5845,PNIFCKEH_03412,2479563,2480942,accessory
ICMP5845,PNIFCKEH_03413,2481057,2482580,accessory
ICMP5845,PNIFCKEH_03414,2482577,2483122,accessory
ICMP5845,PNIFCKEH_03415,2483122,2483433,accessory
ICMP5845,PNIFCKEH_03416,2483426,2483758,accessory
ICMP5845,PNIFCKEH_03417,2483755,2484369,accessory
ICMP5845,PNIFCKEH_03418,2484397,2485119,accessory
ICMP5845,PNIFCKEH_03419,2485122,2485472,accessory
ICMP5845,PNIFCKEH_03420,2485603,2485926,accessory
ICMP5845,PNIFCKEH_03421,2486057,2486512,accessory
ICMP5845,PNIFCKEH_03422,2486463,2486702,accessory
ICMP5845,PNIFCKEH_03423,2486740,2487105,accessory
ICMP5845,PNIFCKEH_03424,2487156,2487629,accessory
ICMP5845,PNIFCKEH_03425,2487873,2488643,accessory
ICMP5845,PNIFCKEH_03426,2488701,2488967,accessory
ICMP5845,PNIFCKEH_03427,2489087,2489452,accessory
ICMP5845,PNIFCKEH_03428,2489542,2489730,accessory
ICMP5845,PNIFCKEH_03429,2489783,2490088,accessory
ICMP5845,PNIFCKEH_03430,2490098,2490352,accessory
ICMP5845,PNIFCKEH_03431,2490397,2491005,accessory
ICMP5845,PNIFCKEH_03432,2491002,2492771,accessory
ICMP5845,PNIFCKEH_03433,2493051,2493947,accessory
ICMP5845,PNIFCKEH_03434,2493950,2494222,accessory
ICMP5845,PNIFCKEH_03435,2494240,2494851,accessory
ICMP5845,PNIFCKEH_03436,2494928,2495329,accessory
ICMP5845,PNIFCKEH_03437,2495332,2495520,accessory
ICMP5845,PNIFCKEH_03438,2495524,2496216,accessory
ICMP5845,PNIFCKEH_03439,2496213,2496422,accessory
ICMP5845,PNIFCKEH_03440,2496422,2496847,accessory
ICMP5845,PNIFCKEH_03441,2496844,2497233,accessory
ICMP5845,PNIFCKEH_03442,2497424,2497675,accessory
ICMP5845,PNIFCKEH_03443,2497906,2498082,accessory
ICMP5845,PNIFCKEH_03444,2498253,2498591,accessory
ICMP5845,PNIFCKEH_03445,2498582,2498695,accessory
ICMP5845,PNIFCKEH_03446,2498711,2499193,accessory
ICMP5845,PNIFCKEH_03447,2499228,2499779,accessory
ICMP5845,PNIFCKEH_03448,2499951,2500436,accessory
ICMP5845,PNIFCKEH_03449,2500424,2500882,accessory
ICMP5845,PNIFCKEH_03450,2501053,2502138,accessory
ICMP5845,PNIFCKEH_03451,2502327,2502512,accessory
ICMP5845,PNIFCKEH_03452,2502547,2502951,accessory
ICMP5845,PNIFCKEH_03453,2502983,2503786,accessory
ICMP5845,PNIFCKEH_03454,2503835,2504380,accessory
ICMP5845,PNIFCKEH_03455,2504411,2504692,accessory
ICMP5845,PNIFCKEH_03456,2504742,2505875,accessory
ICMP5845,PNIFCKEH_03457,2505872,2506699,accessory
ICMP5845,PNIFCKEH_03458,2506895,2507107,accessory
ICMP5845,PNIFCKEH_03459,2507104,2508099,accessory
ICMP5845,PNIFCKEH_03460,2508032,2508442,accessory
ICMP5845,PNIFCKEH_03461,2508802,2509233,accessory
ICMP5845,PNIFCKEH_03462,2509230,2509691,accessory
ICMP5845,PNIFCKEH_03463,2510315,2511391,accessory
ICMP5845,PNIFCKEH_03464,2511580,2512590,accessory
ICMP5845,PNIFCKEH_03465,2512587,2512853,accessory
ICMP5845,PNIFCKEH_03466,2512850,2513404,accessory
ICMP5845,PNIFCKEH_03467,2513434,2514093,accessory
ICMP5845,PNIFCKEH_03468,2514378,2514920,accessory
ICMP5845,PNIFCKEH_03469,2515280,2516065,accessory
ICMP5845,PNIFCKEH_03470,2516032,2516703,accessory
ICMP5845,PNIFCKEH_03471,2516991,2517302,accessory
ICMP5845,PNIFCKEH_03472,2517253,2517903,accessory
ICMP5845,PNIFCKEH_03473,2517968,2518390,accessory
ICMP5845,PNIFCKEH_03474,2518387,2519229,accessory
ICMP5845,PNIFCKEH_03475,2519219,2519953,accessory
ICMP5845,PNIFCKEH_03476,2520364,2520978,accessory
ICMP5845,PNIFCKEH_03477,2520945,2522432,core
ICMP5845,PNIFCKEH_03478,2522529,2522633,accessory
ICMP5845,PNIFCKEH_03479,2522681,2523097,accessory
ICMP5845,PNIFCKEH_03480,2523054,2523293,accessory
ICMP5845,PNIFCKEH_03481,2523364,2523525,accessory
ICMP5845,PNIFCKEH_03482,2523844,2524734,accessory
ICMP5845,PNIFCKEH_03483,2524961,2525608,accessory
ICMP5845,PNIFCKEH_03484,2525703,2526245,accessory
ICMP5845,PNIFCKEH_03485,2526509,2527012,accessory
ICMP5845,PNIFCKEH_03486,2527326,2527721,accessory
ICMP5845,PNIFCKEH_03487,2527753,2528145,accessory
ICMP5845,PNIFCKEH_03488,2528129,2528473,accessory
ICMP5845,PNIFCKEH_03489,2528424,2529038,accessory
ICMP5845,PNIFCKEH_03490,2529245,2529448,accessory
ICMP5845,PNIFCKEH_03491,2529426,2530241,accessory
ICMP5845,PNIFCKEH_03492,2530869,2531096,accessory
ICMP5845,PNIFCKEH_03493,2531148,2532632,accessory
ICMP5845,PNIFCKEH_03494,2532617,2533294,accessory
ICMP5845,PNIFCKEH_03495,2533474,2534139,accessory
ICMP5845,PNIFCKEH_03496,2534084,2534674,accessory
ICMP5845,PNIFCKEH_03497,2534989,2535441,accessory
ICMP5845,PNIFCKEH_03498,2535585,2536079,accessory
ICMP5845,PNIFCKEH_03499,2536237,2536752,accessory
ICMP5845,PNIFCKEH_03500,2536830,2537078,accessory
ICMP5845,PNIFCKEH_03501,2537063,2538661,accessory
ICMP5845,PNIFCKEH_03502,2538666,2538944,accessory
ICMP5845,PNIFCKEH_03503,2538956,2539294,accessory
ICMP5845,PNIFCKEH_03504,2539383,2540597,accessory
ICMP5845,PNIFCKEH_03505,2541448,2542374,accessory
ICMP5845,PNIFCKEH_03506,2542970,2543473,accessory
ICMP5845,PNIFCKEH_03507,2543489,2544163,accessory
ICMP5845,PNIFCKEH_03508,2544419,2546068,accessory
ICMP5845,PNIFCKEH_03509,2546071,2546586,accessory
ICMP5845,PNIFCKEH_03510,2546615,2547928,core
ICMP5845,PNIFCKEH_03511,2548043,2550769,accessory
ICMP5845,PNIFCKEH_03512,2550766,2551743,core
ICMP5845,PNIFCKEH_03513,2551757,2552170,accessory
ICMP5845,PNIFCKEH_03514,2552344,2552856,accessory
ICMP5845,PNIFCKEH_03515,2552853,2553128,accessory
ICMP5845,PNIFCKEH_03516,2553137,2554987,accessory
ICMP5845,PNIFCKEH_03517,2555208,2555699,accessory
ICMP5845,PNIFCKEH_03518,2555638,2556726,accessory
ICMP5845,PNIFCKEH_03519,2556733,2557800,accessory
ICMP5845,PNIFCKEH_03520,2557769,2558188,accessory
ICMP5845,PNIFCKEH_03521,2558423,2558629,accessory
ICMP5845,PNIFCKEH_03522,2558914,2560017,accessory
ICMP5845,PNIFCKEH_03523,2560070,2560564,accessory
ICMP5845,PNIFCKEH_03524,2560774,2561082,accessory
ICMP5845,PNIFCKEH_03525,2561276,2561458,accessory
ICMP5845,PNIFCKEH_03526,2561619,2562092,accessory
ICMP5845,PNIFCKEH_03527,2562152,2562295,accessory
ICMP5845,PNIFCKEH_03528,2562330,2562989,accessory
ICMP5845,PNIFCKEH_03529,2562940,2563395,accessory
ICMP5845,PNIFCKEH_03530,2563814,2564359,accessory
ICMP5845,PNIFCKEH_03531,2564352,2564501,accessory
ICMP5845,PNIFCKEH_03532,2564461,2564709,accessory
ICMP5845,PNIFCKEH_03533,2564655,2565116,accessory
ICMP5845,PNIFCKEH_03534,2565321,2566187,accessory
ICMP5845,PNIFCKEH_03535,2566380,2566583,accessory
ICMP5845,PNIFCKEH_03536,2567630,2567938,accessory
ICMP5845,PNIFCKEH_03537,2568272,2569462,accessory
ICMP5845,PNIFCKEH_03538,2569697,2569930,accessory
ICMP5845,PNIFCKEH_03539,2569927,2570691,accessory
ICMP5845,PNIFCKEH_03540,2570701,2571129,accessory
ICMP5845,PNIFCKEH_03541,2571072,2571557,accessory
ICMP5845,PNIFCKEH_03542,2571554,2572096,accessory
ICMP5845,PNIFCKEH_03543,2572041,2572526,accessory
ICMP5845,PNIFCKEH_03544,2572514,2572747,accessory
ICMP5845,PNIFCKEH_03545,2572714,2573415,accessory
ICMP5845,PNIFCKEH_03546,2573427,2573882,accessory
ICMP5845,PNIFCKEH_03547,2574168,2575043,accessory
ICMP5845,PNIFCKEH_03548,2575007,2575372,accessory
ICMP5845,PNIFCKEH_03549,2575918,2576439,accessory
ICMP5845,PNIFCKEH_03550,2576628,2577122,accessory
ICMP5845,PNIFCKEH_03551,2577230,2577490,accessory
ICMP5845,PNIFCKEH_03552,2577492,2578133,accessory
ICMP5845,PNIFCKEH_03553,2578139,2578621,accessory
ICMP5845,PNIFCKEH_03554,2578685,2578840,accessory
ICMP5845,PNIFCKEH_03555,2578837,2579793,accessory
ICMP5845,PNIFCKEH_03556,2579790,2580968,accessory
ICMP5845,PNIFCKEH_03557,2581473,2582201,accessory
ICMP5845,PNIFCKEH_03558,2582394,2583743,accessory
ICMP5845,PNIFCKEH_03559,2583779,2585032,accessory
ICMP5845,PNIFCKEH_03560,2585588,2588086,accessory
ICMP5845,PNIFCKEH_03561,2588562,2589131,core
ICMP5845,PNIFCKEH_03562,2589128,2590402,accessory
ICMP5845,PNIFCKEH_03563,2590380,2591393,accessory
ICMP5845,PNIFCKEH_03564,2591333,2591779,accessory
ICMP5845,PNIFCKEH_03565,2592658,2592867,accessory
ICMP5845,PNIFCKEH_03566,2593151,2594119,accessory
ICMP5845,PNIFCKEH_03567,2594344,2594472,accessory
ICMP5845,PNIFCKEH_03568,2594628,2595422,accessory
ICMP5845,PNIFCKEH_03569,2595431,2595667,accessory
ICMP5845,PNIFCKEH_03570,2596682,2597326,accessory
ICMP5845,PNIFCKEH_03571,2597358,2597516,accessory
ICMP5845,PNIFCKEH_03572,2597612,2597971,accessory
ICMP5845,PNIFCKEH_03573,2597968,2598213,accessory
ICMP5845,PNIFCKEH_03574,2598596,2598847,accessory
ICMP5845,PNIFCKEH_03575,2599091,2599849,accessory
ICMP5845,PNIFCKEH_03576,2599902,2600075,accessory
ICMP5845,PNIFCKEH_03577,2600299,2600505,accessory
ICMP5845,PNIFCKEH_03578,2600406,2600948,accessory
ICMP5845,PNIFCKEH_03579,2601077,2601232,accessory
ICMP5845,PNIFCKEH_03580,2601272,2601535,accessory
ICMP5845,PNIFCKEH_03581,2601755,2602030,accessory
ICMP5845,PNIFCKEH_03582,2601987,2602097,accessory
ICMP5845,PNIFCKEH_03583,2602213,2602380,accessory
ICMP5845,PNIFCKEH_03584,2602509,2602763,accessory
ICMP5845,PNIFCKEH_03585,2602713,2603318,accessory
ICMP5845,PNIFCKEH_03586,2603315,2604847,accessory
ICMP5845,PNIFCKEH_03587,2604854,2605081,accessory
ICMP5845,PNIFCKEH_03588,2605078,2606664,core
ICMP5845,PNIFCKEH_03589,2606658,2606912,accessory
ICMP5845,PNIFCKEH_03590,2607278,2607916,accessory
ICMP5845,PNIFCKEH_03591,2607913,2608647,core
ICMP5845,PNIFCKEH_03592,2608587,2609063,accessory
ICMP5845,PNIFCKEH_03593,2609195,2609821,core
ICMP5845,PNIFCKEH_03594,2609821,2609976,accessory
ICMP5845,PNIFCKEH_03595,2610037,2611314,accessory
ICMP5845,PNIFCKEH_03596,2611980,2612126,accessory
ICMP5845,PNIFCKEH_03597,2612120,2612782,accessory
ICMP5845,PNIFCKEH_03598,2612764,2612865,accessory
ICMP5845,PNIFCKEH_03599,2612893,2613144,accessory
ICMP5845,PNIFCKEH_03600,2613259,2613675,accessory
ICMP5845,PNIFCKEH_03601,2613672,2614667,accessory
ICMP5845,PNIFCKEH_03602,2615475,2615978,accessory
ICMP5845,PNIFCKEH_03603,2616377,2616844,accessory
ICMP5845,PNIFCKEH_03604,2616822,2617415,accessory
ICMP5845,PNIFCKEH_03605,2617573,2618451,accessory
ICMP5845,PNIFCKEH_03606,2618467,2619153,accessory
ICMP5845,PNIFCKEH_03607,2619119,2619298,accessory
ICMP5845,PNIFCKEH_03608,2619950,2620663,accessory
ICMP5845,PNIFCKEH_03609,2620691,2621347,accessory
ICMP5845,PNIFCKEH_03610,2621347,2622429,accessory
ICMP5845,PNIFCKEH_03611,2622453,2622938,accessory
ICMP5845,PNIFCKEH_03612,2622938,2623414,accessory
ICMP5845,PNIFCKEH_03613,2623685,2623873,accessory
ICMP5845,PNIFCKEH_03614,2623882,2625009,accessory
ICMP5845,PNIFCKEH_03615,2625012,2625398,accessory
ICMP5845,PNIFCKEH_03616,2625400,2625771,accessory
ICMP5845,PNIFCKEH_03617,2625835,2626233,accessory
ICMP5845,PNIFCKEH_03618,2626518,2626661,accessory
ICMP5845,PNIFCKEH_03619,2626908,2627411,accessory
ICMP5845,PNIFCKEH_03620,2627422,2628138,accessory
ICMP5845,PNIFCKEH_03621,2628404,2628796,accessory
ICMP5845,PNIFCKEH_03622,2628901,2629209,accessory
ICMP5845,PNIFCKEH_03623,2629686,2629988,accessory
ICMP5845,PNIFCKEH_03624,2630526,2631467,accessory
ICMP5845,PNIFCKEH_03625,2632616,2632774,accessory
ICMP5845,PNIFCKEH_03626,2633290,2634612,accessory
ICMP5845,PNIFCKEH_03627,2634685,2634777,accessory
ICMP5845,PNIFCKEH_03628,2634806,2635039,accessory
ICMP5845,PNIFCKEH_03629,2635265,2635594,accessory
ICMP5845,PNIFCKEH_03630,2636152,2636484,accessory
ICMP5845,PNIFCKEH_03631,2636339,2636626,accessory
ICMP5845,PNIFCKEH_03632,2636913,2637179,accessory
ICMP5845,PNIFCKEH_03633,2637718,2638446,accessory
ICMP5845,PNIFCKEH_03634,2638443,2639153,accessory
ICMP5845,PNIFCKEH_03635,2639233,2639604,accessory
ICMP5845,PNIFCKEH_03636,2639586,2640143,accessory
ICMP5845,PNIFCKEH_03637,2640558,2642000,accessory
ICMP5845,PNIFCKEH_03638,2643181,2643504,accessory
ICMP5845,PNIFCKEH_03639,2643604,2643879,accessory
ICMP5845,PNIFCKEH_03640,2644617,2645426,accessory
ICMP5845,PNIFCKEH_03641,2645999,2646505,accessory
ICMP5845,PNIFCKEH_03642,2646560,2646763,accessory
ICMP5845,PNIFCKEH_03643,2646790,2647068,accessory
ICMP5845,PNIFCKEH_03644,2647485,2648150,accessory
ICMP5845,PNIFCKEH_03645,2648159,2648497,accessory
ICMP5845,PNIFCKEH_03646,2648518,2649312,accessory
ICMP5845,PNIFCKEH_03647,2649468,2650400,accessory
ICMP5845,PNIFCKEH_03648,2650802,2651527,accessory
ICMP5845,PNIFCKEH_03649,2651557,2651796,accessory
ICMP5845,PNIFCKEH_03650,2651886,2652698,accessory
ICMP5845,PNIFCKEH_03651,2652764,2653294,accessory
ICMP5845,PNIFCKEH_03652,2653424,2654098,accessory
ICMP5845,PNIFCKEH_03653,2654095,2654433,accessory
ICMP5845,PNIFCKEH_03654,2654508,2654894,accessory
ICMP5845,PNIFCKEH_03655,2655689,2655997,accessory
ICMP5845,PNIFCKEH_03656,2655944,2656657,accessory
ICMP5845,PNIFCKEH_03657,2656844,2657590,accessory
ICMP5845,PNIFCKEH_03658,2657587,2658597,accessory
ICMP5845,PNIFCKEH_03659,2658660,2659421,accessory
ICMP5845,PNIFCKEH_03660,2659388,2659543,accessory
ICMP5845,PNIFCKEH_03661,2659671,2660255,accessory
ICMP5845,PNIFCKEH_03662,2660261,2660362,accessory
ICMP5845,PNIFCKEH_03663,2660355,2660750,accessory
ICMP5845,PNIFCKEH_03664,2660900,2661937,accessory
ICMP5845,PNIFCKEH_03665,2661948,2663000,accessory
ICMP5845,PNIFCKEH_03666,2663099,2663206,accessory
ICMP5845,PNIFCKEH_03667,2663230,2664207,accessory
ICMP5845,PNIFCKEH_03668,2664253,2664432,accessory
ICMP5845,PNIFCKEH_03669,2664429,2664656,accessory
ICMP5845,PNIFCKEH_03670,2665042,2665155,accessory
ICMP5845,PNIFCKEH_03671,2665152,2665952,accessory
ICMP5845,PNIFCKEH_03672,2665994,2666155,accessory
ICMP5845,PNIFCKEH_03673,2667020,2667478,accessory
ICMP5845,PNIFCKEH_03674,2667487,2667813,accessory
ICMP5845,PNIFCKEH_03675,2667788,2668015,accessory
ICMP5845,PNIFCKEH_03676,2668071,2668427,accessory
ICMP5845,PNIFCKEH_03677,2668966,2669409,accessory
ICMP5845,PNIFCKEH_03678,2670098,2670514,accessory
ICMP5845,PNIFCKEH_03679,2670813,2672123,accessory
ICMP5845,PNIFCKEH_03680,2672174,2672818,accessory
ICMP5845,PNIFCKEH_03681,2672860,2673156,accessory
ICMP5845,PNIFCKEH_03682,2673833,2674228,accessory
ICMP5845,PNIFCKEH_03683,2674194,2674409,accessory
ICMP5845,PNIFCKEH_03684,2674502,2674732,accessory
ICMP5845,PNIFCKEH_03685,2674997,2676049,accessory
ICMP5845,PNIFCKEH_03686,2676052,2676309,accessory
ICMP5845,PNIFCKEH_03687,2676465,2677166,accessory
ICMP5845,PNIFCKEH_03688,2677239,2678591,accessory
ICMP5845,PNIFCKEH_03689,2678696,2679160,accessory
ICMP5845,PNIFCKEH_03690,2679229,2679510,accessory
ICMP5845,PNIFCKEH_03691,2679546,2679995,accessory
ICMP5845,PNIFCKEH_03692,2679988,2682888,accessory
ICMP5845,PNIFCKEH_03693,2682873,2683061,accessory
ICMP5845,PNIFCKEH_03694,2683058,2684746,accessory
ICMP5845,PNIFCKEH_03695,2684734,2686182,accessory
ICMP5845,PNIFCKEH_03696,2686182,2687327,accessory
ICMP5845,PNIFCKEH_03697,2687635,2688594,accessory
ICMP5845,PNIFCKEH_03698,2688680,2689723,accessory
ICMP5845,PNIFCKEH_03699,2689678,2690031,accessory
ICMP5845,PNIFCKEH_03700,2690211,2690621,accessory
ICMP5845,PNIFCKEH_03701,2691093,2691293,accessory
ICMP5845,PNIFCKEH_03702,2692136,2692360,accessory
ICMP5845,PNIFCKEH_03703,2692401,2693042,accessory
ICMP5845,PNIFCKEH_03704,2693244,2693885,accessory
ICMP5845,PNIFCKEH_03705,2694087,2694572,accessory
ICMP5845,PNIFCKEH_03706,2694637,2695632,accessory
ICMP5845,PNIFCKEH_03707,2695626,2696441,accessory
ICMP5845,PNIFCKEH_03708,2696499,2696978,accessory
ICMP5845,PNIFCKEH_03709,2697055,2697330,accessory
ICMP5845,PNIFCKEH_03710,2697396,2697752,accessory
ICMP5845,PNIFCKEH_03711,2698478,2699161,accessory
ICMP5845,PNIFCKEH_03712,2699239,2699910,accessory
ICMP5845,PNIFCKEH_03713,2700178,2700660,accessory
ICMP5845,PNIFCKEH_03714,2700864,2701310,accessory
ICMP5845,PNIFCKEH_03715,2701326,2701760,accessory
ICMP5845,PNIFCKEH_03716,2701773,2702240,accessory
ICMP5845,PNIFCKEH_03717,2702330,2703955,accessory
ICMP5845,PNIFCKEH_03718,2703981,2704100,accessory
ICMP5845,PNIFCKEH_03719,2704060,2704965,accessory
ICMP5845,PNIFCKEH_03720,2705009,2705386,accessory
ICMP5845,PNIFCKEH_03721,2705340,2706137,accessory
ICMP5845,PNIFCKEH_03722,2706205,2706957,accessory
ICMP5845,PNIFCKEH_03723,2707076,2708110,accessory
ICMP5845,PNIFCKEH_03724,2708466,2708999,accessory
ICMP5845,PNIFCKEH_03725,2709062,2710036,accessory
ICMP5845,PNIFCKEH_03726,2710030,2710506,accessory
ICMP5845,PNIFCKEH_03727,2710655,2711902,accessory
ICMP5845,PNIFCKEH_03728,2711907,2713130,accessory
ICMP5845,PNIFCKEH_03729,2713127,2714467,accessory
ICMP5845,PNIFCKEH_03730,2714661,2715557,accessory
ICMP5845,PNIFCKEH_03731,2715610,2716623,accessory
ICMP5845,PNIFCKEH_03732,2717115,2717450,accessory
ICMP5845,PNIFCKEH_03733,2717505,2718128,accessory
ICMP5845,PNIFCKEH_03734,2718158,2718556,accessory
ICMP5845,PNIFCKEH_03735,2718721,2719065,accessory
ICMP5845,PNIFCKEH_03736,2719458,2719982,accessory
ICMP5845,PNIFCKEH_03737,2720155,2720670,accessory
ICMP5845,PNIFCKEH_03738,2720817,2721113,accessory
ICMP5845,PNIFCKEH_03739,2721071,2721637,accessory
ICMP5845,PNIFCKEH_03740,2721499,2721828,accessory
ICMP5845,PNIFCKEH_03741,2722834,2723913,accessory
ICMP5845,PNIFCKEH_03742,2723913,2724224,accessory
ICMP5845,PNIFCKEH_03743,2724181,2724411,accessory
ICMP5845,PNIFCKEH_03744,2724405,2724797,accessory
ICMP5845,PNIFCKEH_03745,2724845,2725519,accessory
ICMP5845,PNIFCKEH_03746,2725494,2725724,accessory
ICMP5845,PNIFCKEH_03747,2725727,2726272,accessory
ICMP5845,PNIFCKEH_03748,2726415,2727356,accessory
ICMP5845,PNIFCKEH_03749,2727386,2728681,accessory
ICMP5845,PNIFCKEH_03750,2728682,2729482,accessory
ICMP5845,PNIFCKEH_03751,2729490,2730254,accessory
ICMP5845,PNIFCKEH_03752,2730439,2730654,accessory
ICMP5845,PNIFCKEH_03753,2730654,2730992,accessory
ICMP5845,PNIFCKEH_03754,2730982,2731842,accessory
ICMP5845,PNIFCKEH_03755,2731732,2731953,accessory
ICMP5845,PNIFCKEH_03756,2732000,2732416,accessory
ICMP5845,PNIFCKEH_03757,2732847,2733194,accessory
ICMP5845,PNIFCKEH_03758,2733181,2733579,accessory
ICMP5845,PNIFCKEH_03759,2734013,2734396,accessory
ICMP5845,PNIFCKEH_03760,2734447,2734809,accessory
ICMP5845,PNIFCKEH_03761,2735236,2736510,accessory
ICMP5845,PNIFCKEH_03762,2736492,2737229,accessory
ICMP5845,PNIFCKEH_03763,2737235,2737825,accessory
ICMP5845,PNIFCKEH_03764,2737826,2738668,accessory
ICMP5845,PNIFCKEH_03765,2738668,2738892,accessory
ICMP5845,PNIFCKEH_03766,2738889,2740469,accessory
ICMP5845,PNIFCKEH_03767,2740466,2741017,accessory
ICMP5845,PNIFCKEH_03768,2741089,2741280,accessory
ICMP5845,PNIFCKEH_03769,2741284,2741856,accessory
ICMP5845,PNIFCKEH_03770,2741971,2742342,accessory
ICMP5845,PNIFCKEH_03771,2742574,2743014,accessory
ICMP5845,PNIFCKEH_03772,2742986,2743396,accessory
ICMP5845,PNIFCKEH_03773,2743517,2743867,accessory
ICMP5845,PNIFCKEH_03774,2743867,2744316,accessory
ICMP5845,PNIFCKEH_03775,2744508,2744663,accessory
ICMP5845,PNIFCKEH_03776,2744810,2745718,accessory
ICMP5845,PNIFCKEH_03777,2745678,2746184,accessory
ICMP5845,PNIFCKEH_03778,2746264,2747322,accessory
ICMP5845,PNIFCKEH_03779,2747389,2747805,accessory
ICMP5845,PNIFCKEH_03780,2748042,2748743,accessory
ICMP5845,PNIFCKEH_03781,2749094,2749276,accessory
ICMP5845,PNIFCKEH_03782,2749295,2749726,accessory
ICMP5845,PNIFCKEH_03783,2749726,2750208,accessory
ICMP5845,PNIFCKEH_03784,2750629,2751129,accessory
ICMP5845,PNIFCKEH_03785,2751275,2751817,accessory
ICMP5845,PNIFCKEH_03786,2751814,2752074,accessory
ICMP5845,PNIFCKEH_03787,2752092,2752322,accessory
ICMP5845,PNIFCKEH_03788,2752690,2752902,accessory
ICMP5845,PNIFCKEH_03789,2752950,2753084,accessory
ICMP5845,PNIFCKEH_03790,2753160,2753297,accessory
ICMP5845,PNIFCKEH_03791,2753415,2753660,accessory
ICMP5845,PNIFCKEH_03792,2753660,2753977,accessory
ICMP5845,PNIFCKEH_03793,2753997,2754194,accessory
ICMP5845,PNIFCKEH_03794,2754687,2754893,accessory
ICMP5845,PNIFCKEH_03795,2755054,2755440,accessory
ICMP5845,PNIFCKEH_03796,2755392,2755592,accessory
ICMP5845,PNIFCKEH_03797,2755593,2755940,accessory
ICMP5845,PNIFCKEH_03798,2756090,2756392,accessory
ICMP5845,PNIFCKEH_03799,2756352,2756780,accessory
ICMP5845,PNIFCKEH_03800,2756939,2757220,accessory
ICMP5845,PNIFCKEH_03801,2757283,2757429,accessory
ICMP5845,PNIFCKEH_03802,2757523,2757711,accessory
ICMP5845,PNIFCKEH_03803,2757976,2758209,accessory
ICMP5845,PNIFCKEH_03804,2758285,2758659,accessory
ICMP5845,PNIFCKEH_03805,2758939,2759496,accessory
ICMP5845,PNIFCKEH_03806,2759536,2760240,accessory
ICMP5845,PNIFCKEH_03807,2760501,2761367,accessory
ICMP5845,PNIFCKEH_03808,2761539,2762027,accessory
ICMP5845,PNIFCKEH_03809,2762180,2762722,accessory
ICMP5845,PNIFCKEH_03810,2762733,2763776,accessory
ICMP5845,PNIFCKEH_03811,2764398,2764619,accessory
ICMP5845,PNIFCKEH_03812,2764568,2764996,accessory
ICMP5845,PNIFCKEH_03813,2765053,2765793,accessory
ICMP5845,PNIFCKEH_03814,2765816,2766442,accessory
ICMP5845,PNIFCKEH_03815,2766588,2767097,accessory
ICMP5845,PNIFCKEH_03816,2767040,2768335,accessory
ICMP5845,PNIFCKEH_03817,2768358,2769407,accessory
ICMP5845,PNIFCKEH_03818,2769398,2770699,accessory
ICMP5845,PNIFCKEH_03819,2770790,2771821,accessory
ICMP5845,PNIFCKEH_03820,2771822,2772976,accessory
ICMP5845,PNIFCKEH_03821,2772960,2773703,accessory
ICMP5845,PNIFCKEH_03822,2773710,2774342,accessory
ICMP5845,PNIFCKEH_03823,2774679,2775068,accessory
ICMP5845,PNIFCKEH_03824,2775474,2776193,accessory
ICMP5845,PNIFCKEH_03825,2777071,2778765,accessory
ICMP5845,PNIFCKEH_03826,2778945,2779094,accessory
ICMP5845,PNIFCKEH_03827,2779572,2780480,accessory
ICMP5845,PNIFCKEH_03828,2780495,2780713,accessory
ICMP5845,PNIFCKEH_03829,2780835,2781758,accessory
ICMP5845,PNIFCKEH_03830,2781773,2782291,accessory
ICMP5845,PNIFCKEH_03831,2782337,2782609,accessory
ICMP5845,PNIFCKEH_03832,2782772,2783017,accessory
ICMP5845,PNIFCKEH_03833,2783019,2783219,accessory
ICMP5845,PNIFCKEH_03834,2783197,2783469,accessory
ICMP5845,PNIFCKEH_03835,2783746,2784858,accessory
ICMP5845,PNIFCKEH_03836,2785031,2785741,accessory
ICMP5845,PNIFCKEH_03837,2786467,2786850,accessory
ICMP5845,PNIFCKEH_03838,2787158,2788564,accessory
ICMP5845,PNIFCKEH_03839,2788564,2789562,accessory
ICMP5845,PNIFCKEH_03840,2789626,2790315,accessory
ICMP5845,PNIFCKEH_03841,2790261,2790941,accessory
ICMP5845,PNIFCKEH_03842,2790981,2791241,accessory
ICMP5845,PNIFCKEH_03843,2791255,2791521,accessory
ICMP5845,PNIFCKEH_03844,2791709,2793205,accessory
ICMP5845,PNIFCKEH_03845,2793635,2794666,accessory
ICMP5845,PNIFCKEH_03846,2794821,2795315,accessory
ICMP5845,PNIFCKEH_03847,2795336,2795674,accessory
ICMP5845,PNIFCKEH_03848,2796746,2797750,accessory
ICMP5845,PNIFCKEH_03849,2797741,2798139,accessory
ICMP5845,PNIFCKEH_03850,2798111,2798503,accessory
ICMP5845,PNIFCKEH_03851,2798785,2798994,accessory
ICMP5845,PNIFCKEH_03852,2799266,2799568,accessory
ICMP5845,PNIFCKEH_03853,2799519,2799851,accessory
ICMP5845,PNIFCKEH_03854,2800090,2800656,accessory
ICMP5845,PNIFCKEH_03855,2800722,2801057,accessory
ICMP5845,PNIFCKEH_03856,2801151,2801513,accessory
ICMP5845,PNIFCKEH_03857,2801510,2801719,accessory
ICMP5845,PNIFCKEH_03858,2801661,2802344,accessory
ICMP5845,PNIFCKEH_03859,2802344,2803570,accessory
ICMP5845,PNIFCKEH_03860,2803846,2804073,accessory
